"Name","SI","Handles","VM","WS","PM","NPM","Path","CommandLine","Parent","Company","CPU","FileVersion","ProductVersion","Description","Product","__NounName","SafeHandle","Handle","BasePriority","ExitCode","HasExited","StartTime","ExitTime","Id","MachineName","MaxWorkingSet","MinWorkingSet","Modules","NonpagedSystemMemorySize64","NonpagedSystemMemorySize","PagedMemorySize64","PagedMemorySize","PagedSystemMemorySize64","PagedSystemMemorySize","PeakPagedMemorySize64","PeakPagedMemorySize","PeakWorkingSet64","PeakWorkingSet","PeakVirtualMemorySize64","PeakVirtualMemorySize","PriorityBoostEnabled","PriorityClass","PrivateMemorySize64","PrivateMemorySize","ProcessName","ProcessorAffinity","SessionId","StartInfo","Threads","HandleCount","VirtualMemorySize64","VirtualMemorySize","EnableRaisingEvents","StandardInput","StandardOutput","StandardError","WorkingSet64","WorkingSet","SynchronizingObject","MainModule","PrivilegedProcessorTime","TotalProcessorTime","UserProcessorTime","MainWindowHandle","MainWindowTitle","Responding","Site","Container"
"msedge","1","431","3513357676544","10645504","62009344","21032","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=17 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=167059273967 --mojo-platform-channel-handle=6608 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","6.125","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6188","4",,"False","11/20/2023 12:51:45 PM",,"12180",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","21032","21032","62009344","62009344","793000","793000","115261440","115261440","143351808","143351808","3513779093504","495845376","True","Idle","62009344","62009344","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","431","3513357676544","74428416","False",,,,"10645504","10645504",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.3593750","00:00:06.1250000","00:00:04.7656250","0","","True",,
"msedge","1","559","3513350750208","18755584","42070016","20896","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=50 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=167148901995 --mojo-platform-channel-handle=9008 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","2.28125","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","5240","4",,"False","11/20/2023 12:53:15 PM",,"13048",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","20896","20896","42070016","42070016","771280","771280","114921472","114921472","131620864","131620864","3513407639552","124391424","True","Idle","42070016","42070016","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","559","3513350750208","67502080","False",,,,"18755584","18755584",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.4687500","00:00:02.2812500","00:00:01.8125000","0","","True",,
"msedge","1","298","3513341374464","78954496","34045952","19672","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --extension-process --renderer-sub-type=extension --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=144 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=359816706505 --mojo-platform-channel-handle=4144 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","8.765625","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3360","4",,"False","11/22/2023 6:24:21 PM",,"13184",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19672","19672","34045952","34045952","752968","752968","46403584","46403584","102727680","102727680","3513359265792","76017664","True","Idle","34045952","34045952","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","298","3513341374464","58126336","False",,,,"78954496","78954496",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:02.4687500","00:00:08.7656250","00:00:06.2968750","0","","True",,
"msedge","1","263","3513331879936","8388608","21524480","18112","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=137 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=359626200853 --mojo-platform-channel-handle=10164 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.859375","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6364","4",,"False","11/22/2023 6:21:10 PM",,"13452",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18112","18112","21524480","21524480","754904","754904","22949888","22949888","50659328","50659328","3513776734208","493486080","True","Idle","21524480","21524480","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","263","3513331879936","48631808","False",,,,"8388608","8388608",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.7187500","00:00:01.8593750","00:00:01.1406250","0","","True",,
"msedge","1","292","3513333575680","58822656","24866816","18720","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=24 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=167053075152 --mojo-platform-channel-handle=6288 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","9.53125","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3440","4",,"False","11/20/2023 12:51:39 PM",,"13792",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18720","18720","24866816","24866816","745928","745928","37015552","37015552","73695232","73695232","3513768353792","485105664","True","Idle","24866816","24866816","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","292","3513333575680","50327552","False",,,,"58822656","58822656",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.4843750","00:00:09.5312500","00:00:08.0468750","0","","True",,
"msedge","1","264","3513333805056","6385664","19030016","18040","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=49 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=167147465567 --mojo-platform-channel-handle=4020 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","1.53125","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3556","4",,"False","11/20/2023 12:53:13 PM",,"14400",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","18040","18040","19030016","19030016","736136","736136","29073408","29073408","53358592","53358592","3513350582272","67334144","True","Idle","19030016","19030016","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","264","3513333805056","50556928","False",,,,"6385664","6385664",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.4375000","00:00:01.5312500","00:00:01.0937500","0","","True",,
"msedge","1","349","3513343451136","8515584","31756288","19200","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=47 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=167146596313 --mojo-platform-channel-handle=7100 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","4.90625","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4444","4",,"False","11/20/2023 12:53:12 PM",,"14596",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","19200","19200","31756288","31756288","765216","765216","48193536","48193536","89960448","89960448","3513375956992","92708864","True","Idle","31756288","31756288","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","349","3513343451136","60203008","False",,,,"8515584","8515584",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:01.3906250","00:00:04.9062500","00:00:03.5156250","0","","True",,
"msedge","1","407","3515506704384","68329472","68128768","22784","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --instant-process --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=142 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=359650645788 --mojo-platform-channel-handle=6680 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","4","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","2632","4",,"False","11/22/2023 6:21:35 PM",,"15996",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22784","22784","68128768","68128768","763248","763248","145035264","145035264","188403712","188403712","3519847395328","-2025787392","True","Idle","68128768","68128768","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","407","3515506704384","-2071511040","False",,,,"68329472","68329472",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.4218750","00:00:04","00:00:03.5781250","0","","True",,
"msedge","1","426","3515521798144","17653760","58859520","22176","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=renderer --disable-nacl --lang=en-US --js-flags=--ms-user-locale= --device-scale-factor=1.5 --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=19 --time-ticks-at-unix-epoch=-1700328446278739 --launch-time-ticks=167059298339 --mojo-platform-channel-handle=7268 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:1","System.Diagnostics.Process (msedge)","Microsoft Corporation","3.53125","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6296","4",,"False","11/20/2023 12:51:45 PM",,"18280",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","22176","22176","58859520","58859520","796824","796824","109441024","109441024","143548416","143548416","3515540803584","-2037411840","True","Idle","58859520","58859520","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","426","3515521798144","-2056417280","False",,,,"17653760","17653760",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.5937500","00:00:03.5312500","00:00:02.9375000","0","","True",,
"msedge","1","2569","2342627971072","186675200","120672256","92904","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --no-startup-window --win-session-start /prefetch:5 --flag-switches-begin --flag-switches-end",,"Microsoft Corporation","167.828125","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","3384","8",,"False","11/20/2023 12:51:20 PM",,"19732",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","92904","92904","120672256","120672256","1501720","1501720","137670656","137670656","220889088","220889088","2342893613056","2136436736","True","Normal","120672256","120672256","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","2569","2342627971072","1870794752","False",,,,"186675200","186675200",,"System.Diagnostics.ProcessModule (msedge.exe)","00:01:15.3437500","00:02:47.8281250","00:01:32.4843750","132994","Solicitud Paypal Loyal Factura 26 (1).pdf and 7 more pages - Personal - Microsoft​ Edge","True",,
"msedge","1","288","2272268722176","7942144","2322432","11008","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=crashpad-handler ""--user-data-dir=C:\Users\esteb\AppData\Local\Microsoft\Edge\User Data"" /prefetch:7 --monitor-self-annotation=ptype=crashpad-handler ""--database=C:\Users\esteb\AppData\Local\Microsoft\Edge\User Data\Crashpad"" --annotation=IsOfficialBuild=1 --annotation=channel= --annotation=chromium-version=119.0.6045.159 ""--annotation=exe=C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --annotation=plat=Win64 ""--annotation=prod=Microsoft Edge"" --annotation=ver=119.0.2151.72 --initial-client-data=0x260,0x264,0x268,0x25c,0x270,0x7ffa5a772030,0x7ffa5a772040,0x7ffa5a772050","System.Diagnostics.Process (msedge)","Microsoft Corporation","0.1875","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","6884","8",,"False","11/20/2023 12:51:20 PM",,"19824",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","11008","11008","2322432","2322432","158912","158912","2494464","2494464","8605696","8605696","2272352612352","314912768","True","Normal","2322432","2322432","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","288","2272268722176","231022592","False",,,,"7942144","7942144",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:00.1562500","00:00:00.1875000","00:00:00.0312500","0","","True",,
"msedge","1","378","2307163340800","42569728","23011328","26224","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --mojo-platform-channel-handle=1628 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:3","System.Diagnostics.Process (msedge)","Microsoft Corporation","50.96875","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","1552","8",,"False","11/20/2023 12:51:20 PM",,"19988",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","26224","26224","23011328","23011328","788032","788032","38612992","38612992","67170304","67170304","2307251548160","854110208","True","Normal","23011328","23011328","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","378","2307163340800","765902848","False",,,,"42569728","42569728",,"System.Diagnostics.ProcessModule (msedge.exe)","00:00:11.3281250","00:00:50.9687500","00:00:39.6406250","0","","True",,
"msedge","1","1162","2308063981568","151867392","292212736","51592","C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe","""C:\Program Files (x86)\Microsoft\Edge\Application\msedge.exe"" --type=gpu-process --gpu-preferences=WAAAAAAAAADgAAAMAAAAAAAAAAAAAAAAAABgAAAAAAA4AAAAAAAAAAAAAAAEAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAGAAAAAAAAAAYAAAAAAAAAAgAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --mojo-platform-channel-handle=1980 --field-trial-handle=1632,i,13732073001715280094,397054234210630306,262144 /prefetch:2","System.Diagnostics.Process (msedge)","Microsoft Corporation","998.9375","119.0.2151.72","119.0.2151.72","Microsoft Edge","Microsoft Edge","Process","Microsoft.Win32.SafeHandles.SafeProcessHandle","4840","10",,"False","11/20/2023 12:51:20 PM",,"20008",".","1413120","204800","System.Diagnostics.ProcessModuleCollection","51592","51592","292212736","292212736","1684400","1684400","922181632","922181632","832892928","832892928","2308671307776","-2021097472","True","AboveNormal","292212736","292212736","msedge","255","1",,"System.Diagnostics.ProcessThreadCollection","1162","2308063981568","1666543616","False",,,,"151867392","151867392",,"System.Diagnostics.ProcessModule (msedge.exe)","00:03:39.1718750","00:16:38.9375000","00:12:59.7656250","0","","True",,
